positives/Datacluster_Labs_Phone_Dataset_36.jpg 1 379 713 1580 1914
positives/Datacluster_Labs_Phone_Dataset_37.jpg 1 581 305 1776 3603
positives/Datacluster_Labs_Phone_Dataset_38.jpg 1 907 717 1343 2621
positives/Datacluster_Labs_Phone_Dataset_39.jpg 1 1156 677 622 2587
positives/Datacluster_Labs_Phone_Dataset_4.jpg 1 553 363 1971 3765
positives/Datacluster_Labs_Phone_Dataset_40.jpg 1 0 0 2346 4160
positives/Datacluster_Labs_Phone_Dataset_41.jpg 1 577 207 2254 3417
positives/Datacluster_Labs_Phone_Dataset_42.jpg 1 930 1088 1410 2343
positives/Datacluster_Labs_Phone_Dataset_43.jpg 1 549 625 1854 3126
positives/Datacluster_Labs_Phone_Dataset_44.jpg 1 312 813 2406 3315
positives/Datacluster_Labs_Phone_Dataset_45.jpg 1 143 79 2324 4081
positives/Datacluster_Labs_Phone_Dataset_46.jpg 1 400 0 1230 1840
positives/Datacluster_Labs_Phone_Dataset_47.jpg 1 418 87 1623 3169
positives/Datacluster_Labs_Phone_Dataset_48.jpg 1 517 89 2031 3770
positives/Datacluster_Labs_Phone_Dataset_49.jpg 1 404 843 1363 2425
positives/Datacluster_Labs_Phone_Dataset_5.jpg 1 233 344 1233 2216
positives/Datacluster_Labs_Phone_Dataset_50.jpg 1 446 269 2051 3830
positives/Datacluster_Labs_Phone_Dataset_51.jpg 1 606 468 1779 3453
positives/Datacluster_Labs_Phone_Dataset_52.jpg 1 660 478 1015 1878
positives/Datacluster_Labs_Phone_Dataset_53.jpg 1 723 918 1445 2624
positives/Datacluster_Labs_Phone_Dataset_54.jpg 1 600 701 1461 2563
positives/Datacluster_Labs_Phone_Dataset_55.jpg 1 742 591 1732 3353
positives/Datacluster_Labs_Phone_Dataset_56.jpg 1 738 1150 1535 3033
positives/Datacluster_Labs_Phone_Dataset_57.jpg 1 132 874 1468 2588
positives/Datacluster_Labs_Phone_Dataset_58.jpg 1 677 646 1049 2065
positives/Datacluster_Labs_Phone_Dataset_59.jpg 1 555 833 1770 2994
positives/Datacluster_Labs_Phone_Dataset_6.jpg 1 535 0 2585 4160
positives/Datacluster_Labs_Phone_Dataset_60.jpg 1 446 660 1259 1977
positives/Datacluster_Labs_Phone_Dataset_61.jpg 1 1012 1051 1687 3264
positives/Datacluster_Labs_Phone_Dataset_62.jpg 1 480 0 1455 2915
positives/Datacluster_Labs_Phone_Dataset_63.jpg 1 484 144 2252 3863
positives/Datacluster_Labs_Phone_Dataset_64.jpg 1 618 585 1453 2857
positives/Datacluster_Labs_Phone_Dataset_65.jpg 1 15 356 3878 1956
positives/Datacluster_Labs_Phone_Dataset_66.jpg 1 613 222 1870 3697
positives/Datacluster_Labs_Phone_Dataset_67.jpg 1 851 704 897 1973
positives/Datacluster_Labs_Phone_Dataset_68.jpg 1 464 347 1565 1861
positives/Datacluster_Labs_Phone_Dataset_69.jpg 1 591 472 1970 3085
positives/Datacluster_Labs_Phone_Dataset_7.jpg 1 334 196 2740 3003
positives/Datacluster_Labs_Phone_Dataset_70.jpg 1 531 551 1254 2142
positives/Datacluster_Labs_Phone_Dataset_71.jpg 1 107 1398 1756 877
positives/Datacluster_Labs_Phone_Dataset_72.jpg 1 420 31 1408 3082
positives/Datacluster_Labs_Phone_Dataset_73.jpg 1 321 94 1911 1988
positives/Datacluster_Labs_Phone_Dataset_74.jpg 1 656 814 1439 2855
positives/Datacluster_Labs_Phone_Dataset_75.jpg 1 349 868 1809 2051
positives/Datacluster_Labs_Phone_Dataset_76.jpg 1 601 475 985 2105
positives/Datacluster_Labs_Phone_Dataset_77.jpg 1 997 667 1187 2363
positives/Datacluster_Labs_Phone_Dataset_78.jpg 1 572 580 1490 1908
positives/Datacluster_Labs_Phone_Dataset_79.jpg 1 571 349 1416 2562
positives/Datacluster_Labs_Phone_Dataset_8.jpg 1 681 624 1264 2024
positives/Datacluster_Labs_Phone_Dataset_80.jpg 1 516 840 1312 2158
positives/Datacluster_Labs_Phone_Dataset_81.jpg 1 584 92 1880 3766
positives/Datacluster_Labs_Phone_Dataset_82.jpg 1 470 807 1481 1615
positives/Datacluster_Labs_Phone_Dataset_83.jpg 1 0 89 2448 3175
positives/Datacluster_Labs_Phone_Dataset_84.jpg 1 651 607 1145 2212
positives/Datacluster_Labs_Phone_Dataset_85.jpg 1 288 0 2278 3452
positives/Datacluster_Labs_Phone_Dataset_86.jpg 1 603 1567 1662 2433
positives/Datacluster_Labs_Phone_Dataset_87.jpg 1 387 266 1294 2291
positives/Datacluster_Labs_Phone_Dataset_88.jpg 1 119 437 1408 2689
positives/Datacluster_Labs_Phone_Dataset_89.jpg 1 0 1740 4689 5260
positives/Datacluster_Labs_Phone_Dataset_9.jpg 1 932 968 1569 2915
positives/Datacluster_Labs_Phone_Dataset_90.jpg 1 128 459 2575 3573
positives/Datacluster_Labs_Phone_Dataset_91.jpg 1 345 23 1884 2491
positives/Datacluster_Labs_Phone_Dataset_92.jpg 1 370 921 1669 2343
positives/Datacluster_Labs_Phone_Dataset_93.jpg 1 210 778 2671 1896
positives/Datacluster_Labs_Phone_Dataset_94.jpg 1 6 99 3122 1720
positives/Datacluster_Labs_Phone_Dataset_95.jpg 1 389 261 1388 2551
positives/Datacluster_Labs_Phone_Dataset_96.jpg 1 1072 502 1615 3338
positives/Datacluster_Labs_Phone_Dataset_97.jpg 1 472 165 2099 3460
positives/Datacluster_Labs_Phone_Dataset_98.jpg 1 565 627 1934 3533
positives/Datacluster_Labs_Phone_Dataset_99.jpg 1 481 333 1738 3361
